address,isHostedBySuperhost,location/lat,location/lng,name,numberOfGuests,pricing/rate/amount,roomType,stars,City,State
"Kasauli, Himachal Pradesh, India",True,30.89526,77.01681,RAIMAN HOUSE | 2+2BHK Home - by HomestayDaddy,12,481,Entire condo,4.75,"Kasauli, Himachal Pradesh",India
"Bhimtal, Uttarakhand, India",False,29.35864,79.53659,Luxury at the lap of nature at Anantvilas!,6,481,Private room in chalet,4.75,"Bhimtal, Uttarakhand",India
"Igatpuri, Maharashtra, India",False,19.69109,73.57564,Alluring 3 Bedroom Villa in Igatpuri,10,481,Entire villa,4.75,"Igatpuri, Maharashtra",India
"Jaipur, Rajasthan, India",False,26.89797,75.79371,1 Manhattan •luxurious 3 bhk penthouse•,7,478,Entire condo,3.33,"Jaipur, Rajasthan",India
"Panchgani, Maharashtra, India",False,17.91803573643086,73.81090966971647,Hilltop's Hashnoor Villa 21,16,481,Entire villa,4.75,"Panchgani, Maharashtra",India
"Kotagiri, Tamil Nadu, India",False,11.428272271156654,76.85974584964954,Rayne Forest - Luxury 5 BR Villa in Kotagiri,16,471,Entire villa,4.75,"Kotagiri, Tamil Nadu",India
"Bengaluru, Karnataka, India",False,12.86523,77.58067,"4x2BHK for weddings, haldi, mehndi, sangeet, 40pax",16,481,Entire condo,5.0,"Bengaluru, Karnataka",India
"Lonavla, Maharashtra, India",False,18.78225,73.38634,9BHK || 30PAX || NEAR DELLA || MOUNTAIN VIEW.,16,479,Entire villa,4.75,"Lonavla, Maharashtra",India
"Kasauli, Himachal Pradesh, India",False,30.88968,76.96528,pine peak villa,16,430,Entire villa,4.9,"Kasauli, Himachal Pradesh",India
"Chennai, Tamil Nadu, India",False,12.88296,80.2506,Costa Verde Seafront Villa with 24x7 Pool,15,398,Entire home,4.75,"Chennai, Tamil Nadu",India
"New Delhi, Delhi, India",False,28.56747,77.16195,Cameo art house 1,2,481,Private room in bed and breakfast,4.8,"New Delhi, Delhi",India
"Kihim, Maharashtra, India",True,18.73374,72.867,Luxury 3 BHK Villa w Pvt Pool - 2 mins to beach,10,436,Entire home,4.94,"Kihim, Maharashtra",India
"Indore, Madhya Pradesh, India",False,22.734,75.943,The Mangrove Villa,16,430,Entire villa,4.75,"Indore, Madhya Pradesh",India
"Krishnagiri, Tamil Nadu, India",False,12.80213,77.82934,10 Bedrooms in a Resort with a Swimming Pool,16,421,Private room in resort,4.75,"Krishnagiri, Tamil Nadu",India
"Moira, GA, India",False,15.591,73.841,"the Inner Temple sanctuary, Moira, Goa",10,412,Entire villa,4.88,"Moira, Ga",India
"Verla, Goa, India",False,15.58594,73.78018,Hendrix luxury villa with private pool,16,421,Entire villa,4.75,"Verla, Goa",India
"Shashbani, Uttarakhand, India",False,29.42878,79.67858,4 bedrooms at Mukteshwar; MIAGO,10,481,Entire villa,4.75,"Shashbani, Uttarakhand",India
"Alibag, Maharashtra, India",False,18.66683,72.87466,Private Villa in Alibaug-Mazzo Reef,4,481,Entire home/apt,4.75,"Alibag, Maharashtra",India
"Anjuna, Goa, India",False,15.583,73.759,Frangipani Villa In Idyllic Laid Back Anjuna Goa,6,405,Entire villa,4.86,"Anjuna, Goa",India
"Sheel, Himachal Pradesh, India",False,31.1483,77.69797,7 Room Villa,14,467,Farm stay,4.75,"Sheel, Himachal Pradesh",India
"Ahmedabad, Gujarat, India",False,23.071,72.557,Recently Renovated Bungalow in the Heart of City,16,481,Entire bungalow,4.62,"Ahmedabad, Gujarat",India
"New Delhi, Delhi, India",False,28.45914,77.20017,Golden Arch-5 Bedroom Farm House,10,481,Entire villa,4.57,"New Delhi, Delhi",India
"Lonavla, Maharashtra, India",False,18.7532,73.3713,"Bahisht, the Heritage pool villa",8,433,Entire villa,5.0,"Lonavla, Maharashtra",India
"Assagao, Goa, India",True,15.60216,73.78241,"4 BHK, A Perfect Luxury Villa, Assagaon-Amanassa 1",10,426,Entire villa,4.8,"Assagao, Goa",India
"Nerul, Goa, India",False,15.50139,73.79628,"De La Mer, 4BR Sea Facing Pool Villa in Nerul, Goa",12,407,Entire villa,4.75,"Nerul, Goa",India
"Krishnagiri, Tamil Nadu, India",False,12.80346,77.82947,Resort stay with a Pool for large groups,16,421,Private room in resort,4.33,"Krishnagiri, Tamil Nadu",India
"Anjuna, Goa, India",False,15.60231,73.74936,LaZamora-3bhk Lavish Villa with Private Pool,7,411,Entire villa,4.75,"Anjuna, Goa",India
"Canacona, Goa, India",True,14.96574,74.04822,Pvt pool-villa getaway 200m from Galgibaga beach,7,421,Entire villa,5.0,"Canacona, Goa",India
"Pune, Maharashtra, India",True,18.537,73.895,Jewelz 6 - Luxury Villa in Koregaon Park,16,440,Entire bungalow,4.8,"Pune, Maharashtra",India
"Goa, India",True,15.535,73.767,Mingle with the Stars in an Open to Sky Bathroom,16,425,Entire home,4.92,Unknown,Goa
"Arpora, Goa, India",False,15.55209,73.75725,6BHK Opulent Luxury Villa with private pool @ Baga,12,481,Entire villa,4.75,"Arpora, Goa",India
"Pawnanagar, Maharashtra, India",False,18.69850330302431,73.51855948653653,Dam View Villa 211 (Pure Veg),12,481,Farm stay,4.75,"Pawnanagar, Maharashtra",India
"Sadahalli, Karnataka, India",False,13.20511,77.63614,Swisstown Villa by JadeCaps|Theatre - Long Stays,12,454,Entire villa,4.75,"Sadahalli, Karnataka",India
"Vashist, Himachal Pradesh, India",False,32.283,77.18,"The Croft Manali- Entire Villa, Cottage, Homestay",6,472,Entire cottage,4.75,"Vashist, Himachal Pradesh",India
"Baga, Goa, India",False,15.56485,73.74799,The Baga Villa Private Pool 5BHK,15,481,Entire villa,4.75,"Baga, Goa",India
"Goa, India",True,15.535,73.767,Private Luxury Home With Spacious Design,14,473,Entire home,4.75,Unknown,Goa
"Mandrem, Goa, India",False,15.65609,73.7169,"Goan house, opposite ashvem beach, complete privcy",4,445,Entire home,4.75,"Mandrem, Goa",India
"Candolim, Goa, India",False,15.51347,73.78744,4BHK Villa Belle Vue with Private Pool @Candolim,10,481,Entire villa,4.75,"Candolim, Goa",India
"Karjat., MH, India",False,19.72129,73.02592,Luxurious Maharaja Tents near Karjat.Heart Nature.,16,481,Campsite,4.75,"Karjat., Mh",India
"Candolim, Goa, India",False,15.51779,73.76391,Baleno Arco Villa,15,481,Entire villa,4.75,"Candolim, Goa",India
"Hairiya Gaon, Uttarakhand, India",False,29.37481,79.5608,Villa Camelia by The Venya,6,457,Entire home,4.75,"Hairiya Gaon, Uttarakhand",India
"Dehradun, Uttarakhand, India",False,30.393,78.07247,Malsi Loghut Dehradun-Private cottage with Garden,5,421,Private room in bed and breakfast,4.0,"Dehradun, Uttarakhand",India
"Ooty, Tamil Nadu, India",False,11.41403,76.69173,6 BHK Greenwood- A Heritage Bungalow w/ huge lawn,16,465,Entire villa,4.73,"Ooty, Tamil Nadu",India
"Calangute, Goa, India",False,15.53669,73.7588,Lovely wooden cottage at Calungute,3,455,Room in boutique hotel,4.75,"Calangute, Goa",India
"Udaipur, Rajasthan, India",False,24.58588,73.71219,"4 Burj, Jharokha Suits @Castle Oodeypore",12,481,Private room in castle,4.75,"Udaipur, Rajasthan",India
"Bagalur, Tamil Nadu, India",False,12.85945,77.87615,Gruham By Chazing Purple,10,421,Farm stay,4.75,"Bagalur, Tamil Nadu",India
"Kochi, Kerala, India",False,9.96183,76.23963,"Art Deco Bungalow with private pool, Fort Kochi",6,480,Entire bungalow,4.75,"Kochi, Kerala",India
"Candolim, Goa, India",True,15.527,73.786,Whitehouse by Hireavilla - 3BR w Valley View,9,399,Entire villa,5.0,"Candolim, Goa",India
"Kochi, Kerala, India",False,9.96072,76.23802,Beach Gate Bungalows with private pool - CGH Earth,6,480,Entire home,4.75,"Kochi, Kerala",India
"Vagator, Goa, India",False,15.59492,73.75086,Casa Amor in Assagao is a 4 bed private pool villa,10,399,Entire villa,4.75,"Vagator, Goa",India
"Lucknow, Uttar Pradesh, India",True,26.857,81.001,Luxe 9BHK Villa w/AC Lounge & Terrace in GomtiNgr,16,397,Entire bungalow,5.0,"Lucknow, Uttar Pradesh",India
"Marudanapalli, TN, India",False,12.5419,77.76,Lush Resorts - 9 villas with private pool,16,409,Private room in resort,4.75,"Marudanapalli, Tn",India
"North Goa, Goa, India",False,15.53261,73.7686,"5 bed independent villa with pvt. pool, Calangute",15,475,Entire home,4.75,"North Goa, Goa",India
"Vagator, Goa, India",True,15.60502,73.75305,"Sol Sureno, Assagao - Luxury Private Bungalow",12,399,Entire bungalow,4.9,"Vagator, Goa",India
"Uttarakhand, India",True,30.06396,78.5186,Aashraya on the Ganga : Himalayan Farmstay Retreat,12,412,Farm stay,4.5,Unknown,Uttarakhand
"Lonavala, Maharashtra, India",False,18.75567,73.40465,5 bedroom spacious family home. Centrally located,16,455,Entire villa,4.5,"Lonavala, Maharashtra",India
"Mumbai, Maharashtra, India",False,19.14462,72.79349,#Shubham villa available for events#,16,454,Entire bungalow,4.75,"Mumbai, Maharashtra",India
"Alibag, Maharashtra, India",False,18.60635,72.90085,Pvt Resort with Pool at Nagaon Beach.,16,469,Entire vacation home,4.75,"Alibag, Maharashtra",India
"Kanathur, Chennai, Tamil Nadu, India",False,12.849,80.246,"Exclusive Beach Villa @ ECR, Chennai.",16,430,Entire villa,4.8,"Kanathur, Chennai, Tamil Nadu",India
"Mandrem, Goa, India",False,15.67294,73.71444,Villa Mandrem - luxury 1 acre 5BHK estate,12,397,Entire villa,4.75,"Mandrem, Goa",India
"Anjuna, Goa, India",False,15.60369,73.74936,LaZamora-3bhk Serene Private Pool Villa in Vagator,6,411,Entire home,4.75,"Anjuna, Goa",India
"Candolim, Bardez, India",False,15.52422,73.77366,8 BHK Luxury Villa With Private Pool - Candolim,16,426,Entire villa,4.75,"Candolim, Bardez",India
"Anjuna, Goa, India",False,15.6036,73.7503,LaZamora-3bhk Pvt pool villa with garden & terrace,6,411,Entire home,4.67,"Anjuna, Goa",India
"Pawnanagar, महाराष्ट्र, India",False,18.69732,73.51668,White Villa (127) - Amarja Hills,8,421,Farm stay,4.75,"Pawnanagar, महाराष्ट्र",India
"Udaipur, Rajasthan, India",False,24.49149,73.58323,Twin four poster room with view of the City Palace,3,421,Private room in villa,4.75,"Udaipur, Rajasthan",India
"Anjuna, Goa, India",False,15.58818,73.75156,Individual Luxurious 5BHK PrivatePool Villa Anjuna,15,409,Entire villa,4.75,"Anjuna, Goa",India
"Lonavala, Maharashtra, India",False,18.73289,73.36982,Amidst nature a unique & premium 9 bedroom Villa,16,402,Entire villa,4.75,"Lonavala, Maharashtra",India
"Candolim, goa, India",False,15.53,73.766,LookNoMore 5br Pool Villa Candolim Beach 600m,13,409,Entire villa,4.75,"Candolim, Goa",India
"Lonavla, Maharashtra, India",False,18.70496,73.44868,6 bedroom Villa AV Lakeside,15,427,Entire villa,4.75,"Lonavla, Maharashtra",India
"Chennai, Tamil Nadu, India",False,12.98354,80.26745,Beach Elegance - Sea Side Bungalow,16,409,Entire villa,4.75,"Chennai, Tamil Nadu",India
"Kodaikanal, Tamil Nadu, India",True,10.25245,77.47624,Sama Farms,16,446,Farm stay,4.75,"Kodaikanal, Tamil Nadu",India
"Anjuna, Goa, India",False,15.60411,73.75029,LaZamora | Jacuzzi | Genset | WI-FI | Anjuna,6,411,Entire home,5.0,"Anjuna, Goa",India
"Dehradun, Uttarakhand, India",False,30.39996,78.06553,LeChateau - A Heritage French Colonial Estate,8,409,Entire bungalow,4.75,"Dehradun, Uttarakhand",India
"Mumbai, Maharashtra, India",False,19.14178,72.80502,Entire Bungalow in Madh with pvt swimming pool XX2,16,391,Entire bungalow,4.75,"Mumbai, Maharashtra",India
"Morve, Maharashtra, India",False,18.65139,73.43962,Near Water Fall 3 BHK With Private Swimming Pool,12,421,Private room in bungalow,4.75,"Morve, Maharashtra",India
"Khandala, Maharashtra, India",False,18.779,73.381,CASA DIOS,16,476,Entire villa,4.75,"Khandala, Maharashtra",India
"Kotagiri, Tamil Nadu, India",False,11.408635879136856,76.89354925622578,Villa Mystique | Luxury 8BR in Tea Plantations,16,487,Entire villa,4.75,"Kotagiri, Tamil Nadu",India
"Jaipur, Rajasthan, India",False,26.89796,75.85622,Exclusive Palace Stay sleeps 8. The Rani Vilas,8,421,Castle,4.64,"Jaipur, Rajasthan",India
"Lonavala, Maharashtra, India",False,18.74761,73.39841,Lonavalalake 7bhk luxury villa with pool,15,481,Entire villa,4.75,"Lonavala, Maharashtra",India
"Kutta, KA, India",False,11.96295,76.02185,7 bedrooms # private riverside #serenehome,16,421,Entire place,4.75,"Kutta, Ka",India
"Puducherry, India",False,11.918,79.82,Luxury Villa with Private Pool,15,481,Entire home,4.75,Unknown,Puducherry
"New Delhi, Delhi, India",False,28.49507,77.13505,Brookwood Gardens Swimming Pool Villa 5 BHK,16,421,Farm stay,4.75,"New Delhi, Delhi",India
"Chikkamagaluru, कर्नाटक, India",False,13.35488,75.66652,"Silver Fern, Homestay near Bhadra Wildlife Santury",16,425,Private room in bed and breakfast,4.75,"Chikkamagaluru, कर्नाटक",India
"Calangute, Goa, India",False,15.52981,73.76372,4 BHK SUPER LUXURY APARTMENT @ CANDOLIM,10,430,Entire serviced apartment,4.75,"Calangute, Goa",India
"Diveagar, Karle, Maharashtra, India",False,18.15195,73.00159,Red Stone Village Farmstays - Bungalow 1,12,421,Farm stay,4.75,"Diveagar, Karle, Maharashtra",India
"Bhilar, Maharashtra, India",False,17.91247,73.76019,Palatial Palace,16,481,Entire villa,4.75,"Bhilar, Maharashtra",India
"Maravanthe, Karnataka, India",False,13.72748,74.6406,Kundapura Beach stay: AC Deluxe Cottage,3,421,Private room in cottage,4.75,"Maravanthe, Karnataka",India
"Anjuna, Goa, India",False,15.60248,73.74889,LaZamora | Pool | 2.5 KM Beach | WI-FI | Anjuna,6,399,Entire home,4.75,"Anjuna, Goa",India
"Wavarle, Maharashtra, India",False,18.91837,73.27995,"StayVista at Twilight Grove - 4BR w/ BBQ, Pool",12,410,Entire villa,4.75,"Wavarle, Maharashtra",India
"Mount Abu, Rajasthan, India",False,24.59639,72.71436,Bungalow with Garden & Terrace Near Nakki Lake,14,421,Entire home,4.75,"Mount Abu, Rajasthan",India
"Candolim, Goa, India",False,15.51391,73.76975,4BHK Lilac Villa with a private pool @ Candolim,10,421,Entire villa,4.75,"Candolim, Goa",India
"Thattekad, Kerala, India",False,10.1069,76.70425,Sparrow Vale Resorts-Entire Property for one group,16,414,Entire cottage,4.75,"Thattekad, Kerala",India
"Candolim, Goa, India",False,15.51987,73.76753,Serene Garden 3Bed,8,421,Entire villa,4.75,"Candolim, Goa",India
"Nainital, Uttarakhand, India",False,29.38566,79.45323,Emily Heritage villa Nainital,12,421,Entire cottage,4.75,"Nainital, Uttarakhand",India
"Kanatal, Uttarakhand, India",False,30.42662,78.32913,Avalon 5 Bedroom Cottage | Mountain View,10,463,Entire chalet,4.66,"Kanatal, Uttarakhand",India
"Sangolda, Goa, India",False,15.54542,73.8132,Casa Da Rosa by Hireavilla - 4BR w Private pool,10,488,Entire villa,4.87,"Sangolda, Goa",India
"Alibag, Maharashtra, India",True,18.72961,72.88579,Kapadia Bunglow,10,481,Entire bungalow,4.9,"Alibag, Maharashtra",India
"Gokarna, Karnataka, India",True,14.54024,74.33685,Kahani Paradise by Hireavilla- 6BR Overlooking Sea,3,472,Entire villa,4.75,"Gokarna, Karnataka",India
"Candolim, Goa, India",False,15.52701,73.76575,Premium 8BR villa w private pool nr candolim beach,16,474,Entire villa,4.67,"Candolim, Goa",India
"Anjuna, Goa, India",False,15.58452,73.74153,Serene Seven Frangipanni Villas Anjuna,12,443,Entire home,5.0,"Anjuna, Goa",India
"Mandrem, Goa, India",False,15.672,73.716,The Mandrem House - 5BHK Luxury Villa with a pool,14,440,Entire villa,4.79,"Mandrem, Goa",India
"Satirje, Maharashtra, India",False,18.73987,72.89868,Baan Thai - 4 Bedroom Luxurious Villa in Alibag,8,464,Entire villa,4.7,"Satirje, Maharashtra",India
"Gurugram, Haryana, India",False,28.2908,76.93421,SimBliss Farmhouse with Pool near Delhi & Gurgaon,12,472,Farm stay,4.71,"Gurugram, Haryana",India
"Reis Magos, Goa, India",False,15.49548,73.80428,BayView 4BR Petfriendly villa Pvtpool,8,464,Entire villa,4.72,"Reis Magos, Goa",India
"Karjat, Maharashtra, India",False,18.92626,73.32085,JenJon Karjat Resort - Casa Rosa,8,394,Entire villa,4.75,"Karjat, Maharashtra",India
"Haripur, Himachal Pradesh, India",False,32.14635,77.15806,StayVista at Hilltop Haven - 6BR✦Breakfast✦Bonfire,15,433,Entire villa,4.75,"Haripur, Himachal Pradesh",India
"Alappuzha, Kerala, India",False,9.50274,76.35192,Angel Boat House 4 Bedroom,8,421,Houseboat,4.75,"Alappuzha, Kerala",India
"New Delhi, Delhi, India",False,28.44201,77.20986,The Tree House,2,469,Treehouse,4.75,"New Delhi, Delhi",India
"Udaipur, Rajasthan, India",False,24.5685,73.63485,Beautiful Room in Bujera Fort 15 minutes from City,3,421,Private room in villa,4.75,"Udaipur, Rajasthan",India
"Goa, India",False,15.52667,73.76136,3- bedroom Villa with pvt  swimming pool,6,439,Private room in resort,4.75,Unknown,Goa
"Bini, Himachal Pradesh, India",False,31.64675,77.34611,The Blue Sheep Tirthan,2,421,Room in hotel,4.75,"Bini, Himachal Pradesh",India
"Jojawar, Rajasthan, India",False,25.52926,73.75535,"1BR Luxury Suite Kesarbagh w/Balcony 01 , Jojawar",3,409,Room in boutique hotel,5.0,"Jojawar, Rajasthan",India
"Udaipur, Rajasthan, India",False,24.48927,73.58372,Beautiful suite in Bujera viewing the city palace,3,421,Private room in villa,4.75,"Udaipur, Rajasthan",India
"Mukhteshwar, Uttrakhand, India",False,29.46127,79.65691,The Orchard at Peora Estates | Royal Suite,2,391,Private room in bungalow,4.75,"Mukhteshwar, Uttrakhand",India
"Chaukariya, Rajasthan, India",False,24.5219,73.61982,Three Bedroom Villa with Pool in Udaipur,10,394,Farm stay,4.75,"Chaukariya, Rajasthan",India
"Kumarakom, Kerala, India",False,9.634,76.41762,"Luxury Pool Villa, Coconut Lagoon - CGH Earth",2,439,Room in resort,4.75,"Kumarakom, Kerala",India
"Candolim, Goa, India",False,15.51548,73.77375,The Marine Beach Villa,12,433,Entire villa,4.75,"Candolim, Goa",India
"Jaipur, Rajasthan, India",False,26.99922,75.80218,ORGANIC FARM STAY with clay oven in Jaipur,10,421,Farm stay,4.75,"Jaipur, Rajasthan",India
"Nawanpind Sardaran, Punjab, India",False,31.981,75.399,"The Kothi, village stay, Punjab, India (VILLA)",12,421,Farm stay,4.75,"Nawanpind Sardaran, Punjab",India
"Kodaikanal, Tamil Nadu, India",False,10.24664,77.47499,SUNRISEONHILLS will be a perfect place to unwind.,16,421,Private room in villa,4.75,"Kodaikanal, Tamil Nadu",India
"Maravanthe, Karnataka, India",False,13.725,74.63905,Kundapura Beach stay: AC Sun Cottage,2,421,Private room in cottage,4.75,"Maravanthe, Karnataka",India
"Lonavla, Maharashtra, India",True,18.76322,73.44223,3BHK Pool Villa 36 by The Rentalgram,10,150,Entire villa,4.7,"Lonavla, Maharashtra",India
"Nedumudy, Kerala, India",False,9.41887,76.40641,"4BR Riverside Hideaway w/ 2 Pvt Pools, Alleppey",8,433,Private room in nature lodge,4.75,"Nedumudy, Kerala",India
"Udupi, Karnataka, India",False,13.37779,74.69766,Udupi Beach House: Seascape,10,149,Private room in bungalow,4.83,"Udupi, Karnataka",India
"Jaipur, Rajasthan, India",False,26.92392,75.80481,Alsisar Haveli - A Heritage Home,2,132,Entire serviced apartment,4.93,"Jaipur, Rajasthan",India
"Penha de França, Goa, India",True,15.52005,73.81814,Luxury Service Apartments w/Pool in North Goa,12,130,Room in serviced apartment,4.71,"Penha De França, Goa",India
"Jaipur, Rajasthan, India",False,26.90123,75.82154,Royal Suite !,2,131,Room in heritage hotel,4.76,"Jaipur, Rajasthan",India
"Vagator, Goa, India",True,15.6041,73.75412,5 Star Luxe Villa North Goa with Olympic size Pool,10,150,Entire villa,4.94,"Vagator, Goa",India
"Candolim, Goa, India",True,15.51,73.774,Serenidad - 3BHK penthouse with private terrace!,8,148,Entire serviced apartment,4.68,"Candolim, Goa",India
"Lonavla, Maharashtra, India",False,18.77964,73.38772,The Most Luxurious Villa With Private Swimming,16,133,Entire villa,3.83,"Lonavla, Maharashtra",India
"Marsur, Karnataka, India",False,12.763,77.69897,"Cedar House Farm Stay, 20 mins from Koramangala",12,135,Farm stay,4.86,"Marsur, Karnataka",India
"Lonavala, Maharashtra, India",False,18.76309,73.40182,Elegant Villa: Luxury 4BHK by Limestays,16,133,Entire villa,4.57,"Lonavala, Maharashtra",India
"Assagao, Goa, India",False,15.59958,73.77469,Indo - Portuguese Villa in Assagao,7,147,Entire villa,4.55,"Assagao, Goa",India
"Siolim, Goa, India",True,15.62359,73.76828,Riviera Sublime 3BHK Villa,10,137,Entire villa,4.78,"Siolim, Goa",India
"Nainital, Uttarakhand, India",False,29.50948,79.63587,Meraki @ The Woodhouse Farm,6,153,Farm stay,5.0,"Nainital, Uttarakhand",India
"Varca, India",False,15.22279,73.93695,A Cosy Villa near the beach in Goa,10,134,Entire villa,4.6,Varca,India
"Nainital, Uttarakhand, India",False,29.45992,79.65339,Sara's Chalet Two with Garden View,5,149,Entire chalet,4.42,"Nainital, Uttarakhand",India
"Kodaikanal, Tamil Nadu, India",True,10.26714,77.46693,ANISREE (4 Bedroom home with valley view),8,151,Entire home,4.81,"Kodaikanal, Tamil Nadu",India
"Gurugram, Haryana, India",False,28.36201,76.95057,"Farm Villa  with pool near NH 8, Bonfire",14,132,Entire home,3.85,"Gurugram, Haryana",India
"Goa, India",True,15.51444,73.76619,"3 Bhk Luxury Beach Villa.
HAPPY 2 U 
Candolim.",10,139,Entire bungalow,4.92,Unknown,Goa
"Pravithanam, Kerala, India",False,9.737,76.735,Pool Villa - The Humming Trees,16,192,Entire villa,4.92,"Pravithanam, Kerala",India
"Lonavala, Maharashtra, India",False,18.73217,73.40168,StayVista Scenic View - 4BR Bungalow 89,12,193,Entire villa,4.36,"Lonavala, Maharashtra",India
"Gurugram, Haryana, India",True,28.289,76.929,Farm The Retreat | With Private Pool,6,196,Farm stay,4.74,"Gurugram, Haryana",India
"Chapora, Goa, India",False,15.60545,73.74301,ElSereno-2Bhk Apt with Private Garden-North Goa,4,140,Entire rental unit,4.77,"Chapora, Goa",India
"Lanja, Maharashtra, India",False,16.881,73.468,TERRAKOT....A Mango Breeze!,9,192,Farm stay,4.75,"Lanja, Maharashtra",India
"Panchgani, Maharashtra, India",True,17.943,73.807,Valley view Bungalow on rent in Panchgani,16,190,Entire home,4.91,"Panchgani, Maharashtra",India
"Lonavala, Maharashtra, India",False,18.7641,73.40108,Shalimar Royal: Luxurious 4BHK Villa by Limestays,16,133,Entire villa,4.41,"Lonavala, Maharashtra",India
"Jaipur, Rajasthan, India",False,26.97969,75.77537,'Alberto Villa' -High end luxury mansion with pool,10,192,Entire villa,4.75,"Jaipur, Rajasthan",India
"Ranga Reddy, Telangana, India",False,17.29038,78.23217,Experience serenity at this 2BHK pool property,14,192,Entire villa,5.0,"Ranga Reddy, Telangana",India
"Lonavala, Maharashtra, India",True,18.74743,73.42289,Modi House,16,194,Entire bungalow,4.66,"Lonavala, Maharashtra",India
"Nainital, Uttarakhand, India",False,29.41925,79.55279,Sara's Chalet Three w/ Lawn,5,132,Entire chalet,4.43,"Nainital, Uttarakhand",India
"Colva, Goa, India",False,15.27555,73.91895,Luxurious 3bhk villa with private pool at Colva,9,191,Entire home,3.2,"Colva, Goa",India
"Jaipur, Rajasthan, India",False,26.93029,75.88596,4 BR Artisana Farm with swimming pool in Jaipur,10,129,Farm stay,4.49,"Jaipur, Rajasthan",India
"Vagator, Goa, India",True,15.59775,73.75629,"3BHK luxury Villa-Villa Da' Sixth, Vagator- Anjuna",8,141,Entire villa,4.83,"Vagator, Goa",India
"Alto Porvorim, Goa, India",True,15.51944,73.81883,Serviced Apartments w Pool & Breakfast for upto 12,12,133,Room in serviced apartment,5.0,"Alto Porvorim, Goa",India
"Dhanolti, Uttarakhand, India",True,30.447,78.196,A Secluded Wood Cabin @ Dhanaulti (Falcon Crest ),4,135,Entire cabin,4.89,"Dhanolti, Uttarakhand",India
"Baga, Goa, India",False,15.55843,73.75666,Cute 3 Bedroom Villa 300m from Baga Beach,6,129,Entire villa,4.53,"Baga, Goa",India
"Chennai, Tamil Nadu, India",False,12.70712,80.2272,"B's Hive on the Beach - ""KADAL""",10,137,Entire cottage,4.78,"Chennai, Tamil Nadu",India
"Manali, Himachal Pradesh, India",True,32.245,77.181,4BHK: The ForestBound Cottage,10,153,Entire villa,5.0,"Manali, Himachal Pradesh",India
"Sangolda, Goa, India",False,15.54702,73.80199,Baga/calangute 7min drive- 3bhk villa with pool,12,137,Entire villa,4.44,"Sangolda, Goa",India
"Igatpuri, Maharashtra, India",False,19.68254,73.57751,Cabaral Villa: Artsy 3BHK with pool by Limestays,16,137,Entire villa,4.4,"Igatpuri, Maharashtra",India
"Kasauli, HP, India",False,30.902,77.016,The Anchorage by Sonali - Kasauli,6,139,Entire cottage,4.75,"Kasauli, Hp",India
"New Delhi, Delhi, India",True,28.52394,77.13948,Villa spend time and make memories,10,150,Entire villa,4.75,"New Delhi, Delhi",India
"Nalambi, Maharashtra, India",True,19.22775,73.21889,"Jumbo pool villa, Ambernath",12,152,Farm stay,4.8,"Nalambi, Maharashtra",India
"Sughandhagiry, Kerala, India",False,11.58006,75.99667,A Frame Wildrootstay Orchid Family Chalet,6,131,Farm stay,3.8,"Sughandhagiry, Kerala",India
"Chalnichhina, Uttarakhand, India",True,29.5547,79.80569,Hushstay x House on the Slope :Facing the Himalaya,6,192,Farm stay,5.0,"Chalnichhina, Uttarakhand",India
"Goa, India",True,15.5987,73.75698,"Vagator ,Cosy & Modern 3 bedroom villa for 8",8,196,Entire villa,5.0,Unknown,Goa
"Munnar, Kerala, India",False,10.15926,77.17119,"Nature Castle(Willus villa),Munnar,Vattavada",16,154,Entire villa,4.53,"Munnar, Kerala",India
